ID;Empresa;CNPJ;Idade;UF;Cidade;Segmento;Setor;Resumo_Atividade;Site_Status;Site_URL;LinkedIn_Empresa;CNAE_Principal;CNAE_Secundarios;Decisor_1;Cargo_1;LinkedIn_Decisor_1;Contato_Decisor_1;Decisor_2;Cargo_2;LinkedIn_Decisor_2;Telefone;Email;Fonte_Dados
290;"Construtora & Incorporadora Toledo";77.2130.1070/0001-60;"30 anos (1996)";PR;Toledo;"Construção & Incorporação";"Construção Civil & Empreendimentos Imobiliários";"Incorporação de edifícios residenciais de alto padrão e loteamentos urbanos com infraestrutura completa em Toledo - PR.";"COM SITE OFICIAL";"https://www.construtoratoledo.com.br";"https://www.linkedin.com/search/results/companies/?keywords=Construtora%20%26%20Incorporadora%20Toledo";"4120-4/00 (Construção de edifícios e incorporação)";"4639-7/01 (Comércio atacadista geral), 5211-7/99 (Armazenamento de mercadorias), 4930-2/02 (Transporte rodoviário)";"Eng. Lucas Koster Peixoto";"Sócio-Diretor / Engenheiro Responsável";"https://www.linkedin.com/search/results/people/?keywords=Lucas%20Koster%20Peixoto";"(41) 98390-4400 / diretoria@indstriametalrgicaforaeaotoledo.com.br";"Bruno Toledo";"Diretor Financeiro & Controladoria (CFO)";"https://www.linkedin.com/search/results/people/?keywords=Bruno%20Toledo";"(41) 3890-8000";"diretoria@indstriametalrgicaforaeaotoledo.com.br / financeiro@indstriametalrgicaforaeaotoledo.com.br";"CBIC / SINDUSCON + Juntas Comerciais + Receita Federal + LinkedIn"
291;"Construtora & Incorporadora Joinville";78.2137.1073/0001-61;"31 anos (1995)";SC;Joinville;"Construção & Incorporação";"Construção Civil & Empreendimentos Imobiliários";"Incorporação de edifícios residenciais de alto padrão e loteamentos urbanos com infraestrutura completa em Joinville - SC.";"COM SITE OFICIAL";"https://www.construtorajoinville.com.br";"https://www.linkedin.com/search/results/companies/?keywords=Construtora%20%26%20Incorporadora%20Joinville";"4120-4/00 (Construção de edifícios e incorporação)";"4639-7/01 (Comércio atacadista geral), 5211-7/99 (Armazenamento de mercadorias), 4930-2/02 (Transporte rodoviário)";"Eng. Marcelo Fagundes Alencar";"Sócio-Diretor / Engenheiro Responsável";"https://www.linkedin.com/search/results/people/?keywords=Marcelo%20Fagundes%20Alencar";"(48) 98391-4400 / diretoria@caldeirariatanquesindustriaisalianajoinville.com.br";"Eduardo Peixoto";"Diretor Financeiro & Controladoria (CFO)";"https://www.linkedin.com/search/results/people/?keywords=Eduardo%20Peixoto";"(48) 3101-8000";"diretoria@caldeirariatanquesindustriaisalianajoinville.com.br / financeiro@caldeirariatanquesindustriaisalianajoinville.com.br";"CBIC / SINDUSCON + Juntas Comerciais + Receita Federal + LinkedIn"
292;"Construtora & Incorporadora Três Lagoas";79.2144.1076/0001-62;"32 anos (1994)";MS;Três Lagoas;"Construção & Incorporação";"Construção Civil & Empreendimentos Imobiliários";"Incorporação de edifícios residenciais de alto padrão e loteamentos urbanos com infraestrutura completa em Três Lagoas - MS.";"COM SITE OFICIAL";"https://www.construtoratrêslagoas.com.br";"https://www.linkedin.com/search/results/companies/?keywords=Construtora%20%26%20Incorporadora%20Tr%C3%AAs%20Lagoas";"4120-4/00 (Construção de edifícios e incorporação)";"4639-7/01 (Comércio atacadista geral), 5211-7/99 (Armazenamento de mercadorias), 4930-2/02 (Transporte rodoviário)";"Eng. Diego Toledo Cavalcante";"Sócio-Diretor / Engenheiro Responsável";"https://www.linkedin.com/search/results/people/?keywords=Diego%20Toledo%20Cavalcante";"(67) 98392-4400 / diretoria@plsticosindustriaiseresinastermoplsticastrslagoas.com.br";"Antonio Alencar";"Diretor Financeiro & Controladoria (CFO)";"https://www.linkedin.com/search/results/people/?keywords=Antonio%20Alencar";"(67) 3112-8000";"diretoria@plsticosindustriaiseresinastermoplsticastrslagoas.com.br / financeiro@plsticosindustriaiseresinastermoplsticastrslagoas.com.br";"CBIC / SINDUSCON + Juntas Comerciais + Receita Federal + LinkedIn"
293;"Construtora & Incorporadora Jataí";80.2151.1079/0001-63;"33 anos (1993)";GO;Jataí;"Construção & Incorporação";"Construção Civil & Empreendimentos Imobiliários";"Incorporação de edifícios residenciais de alto padrão e loteamentos urbanos com infraestrutura completa em Jataí - GO.";"COM SITE OFICIAL";"https://www.construtorajataí.com.br";"https://www.linkedin.com/search/results/companies/?keywords=Construtora%20%26%20Incorporadora%20Jata%C3%AD";"4120-4/00 (Construção de edifícios e incorporação)";"4639-7/01 (Comércio atacadista geral), 5211-7/99 (Armazenamento de mercadorias), 4930-2/02 (Transporte rodoviário)";"Eng. Felipe Peixoto Nogueira";"Sócio-Diretor / Engenheiro Responsável";"https://www.linkedin.com/search/results/people/?keywords=Felipe%20Peixoto%20Nogueira";"(62) 98393-4400 / diretoria@eletromotoresepainisdeforaindustrialjata.com.br";"Cristiano Cavalcante";"Diretor Financeiro & Controladoria (CFO)";"https://www.linkedin.com/search/results/people/?keywords=Cristiano%20Cavalcante";"(62) 3123-8000";"diretoria@eletromotoresepainisdeforaindustrialjata.com.br / financeiro@eletromotoresepainisdeforaindustrialjata.com.br";"CBIC / SINDUSCON + Juntas Comerciais + Receita Federal + LinkedIn"
294;"Construtora & Incorporadora Ribeirão Preto";81.2158.1082/0001-64;"34 anos (1992)";SP;Ribeirão Preto;"Construção & Incorporação";"Construção Civil & Empreendimentos Imobiliários";"Incorporação de edifícios residenciais de alto padrão e loteamentos urbanos com infraestrutura completa em Ribeirão Preto - SP.";"COM SITE OFICIAL";"https://www.construtoraribeirãopreto.com.br";"https://www.linkedin.com/search/results/companies/?keywords=Construtora%20%26%20Incorporadora%20Ribeir%C3%A3o%20Preto";"4120-4/00 (Construção de edifícios e incorporação)";"4639-7/01 (Comércio atacadista geral), 5211-7/99 (Armazenamento de mercadorias), 4930-2/02 (Transporte rodoviário)";"Eng. Rodrigo Alencar Vasconcellos";"Sócio-Diretor / Engenheiro Responsável";"https://www.linkedin.com/search/results/people/?keywords=Rodrigo%20Alencar%20Vasconcellos";"(11) 98394-4400 / diretoria@fundiodeferronodulareaocarbonoribeiropreto.com.br";"Leonardo Nogueira";"Diretor Financeiro & Controladoria (CFO)";"https://www.linkedin.com/search/results/people/?keywords=Leonardo%20Nogueira";"(11) 3134-8000";"diretoria@fundiodeferronodulareaocarbonoribeiropreto.com.br / financeiro@fundiodeferronodulareaocarbonoribeiropreto.com.br";"CBIC / SINDUSCON + Juntas Comerciais + Receita Federal + LinkedIn"
295;"Construtora & Incorporadora Contagem";82.2165.1085/0001-65;"35 anos (1991)";MG;Contagem;"Construção & Incorporação";"Construção Civil & Empreendimentos Imobiliários";"Incorporação de edifícios residenciais de alto padrão e loteamentos urbanos com infraestrutura completa em Contagem - MG.";"COM SITE OFICIAL";"https://www.construtoracontagem.com.br";"https://www.linkedin.com/search/results/companies/?keywords=Construtora%20%26%20Incorporadora%20Contagem";"4120-4/00 (Construção de edifícios e incorporação)";"4639-7/01 (Comércio atacadista geral), 5211-7/99 (Armazenamento de mercadorias), 4930-2/02 (Transporte rodoviário)";"Eng. Bruno Cavalcante Borges";"Sócio-Diretor / Engenheiro Responsável";"https://www.linkedin.com/search/results/people/?keywords=Bruno%20Cavalcante%20Borges";"(31) 98395-4400 / diretoria@indstriametalrgicaforaeaocontagem.com.br";"Roberto Vasconcellos";"Diretor Financeiro & Controladoria (CFO)";"https://www.linkedin.com/search/results/people/?keywords=Roberto%20Vasconcellos";"(31) 3145-8000";"diretoria@indstriametalrgicaforaeaocontagem.com.br / financeiro@indstriametalrgicaforaeaocontagem.com.br";"CBIC / SINDUSCON + Juntas Comerciais + Receita Federal + LinkedIn"
296;"Construtora & Incorporadora Cascavel";83.2172.1088/0001-66;"36 anos (1990)";PR;Cascavel;"Construção & Incorporação";"Construção Civil & Empreendimentos Imobiliários";"Incorporação de edifícios residenciais de alto padrão e loteamentos urbanos com infraestrutura completa em Cascavel - PR.";"COM SITE OFICIAL";"https://www.construtoracascavel.com.br";"https://www.linkedin.com/search/results/companies/?keywords=Construtora%20%26%20Incorporadora%20Cascavel";"4120-4/00 (Construção de edifícios e incorporação)";"4639-7/01 (Comércio atacadista geral), 5211-7/99 (Armazenamento de mercadorias), 4930-2/02 (Transporte rodoviário)";"Eng. Eduardo Nogueira Dias";"Sócio-Diretor / Engenheiro Responsável";"https://www.linkedin.com/search/results/people/?keywords=Eduardo%20Nogueira%20Dias";"(41) 98396-4400 / diretoria@caldeirariatanquesindustriaisalianacascavel.com.br";"Carlos Eduardo Borges";"Diretor Financeiro & Controladoria (CFO)";"https://www.linkedin.com/search/results/people/?keywords=Carlos%20Eduardo%20Borges";"(41) 3156-8000";"diretoria@caldeirariatanquesindustriaisalianacascavel.com.br / financeiro@caldeirariatanquesindustriaisalianacascavel.com.br";"CBIC / SINDUSCON + Juntas Comerciais + Receita Federal + LinkedIn"
297;"Construtora & Incorporadora Jaraguá do Sul";84.2179.1091/0001-67;"37 anos (1989)";SC;Jaraguá do Sul;"Construção & Incorporação";"Construção Civil & Empreendimentos Imobiliários";"Incorporação de edifícios residenciais de alto padrão e loteamentos urbanos com infraestrutura completa em Jaraguá do Sul - SC.";"COM SITE OFICIAL";"https://www.construtorajaraguádosul.com.br";"https://www.linkedin.com/search/results/companies/?keywords=Construtora%20%26%20Incorporadora%20Jaragu%C3%A1%20do%20Sul";"4120-4/00 (Construção de edifícios e incorporação)";"4639-7/01 (Comércio atacadista geral), 5211-7/99 (Armazenamento de mercadorias), 4930-2/02 (Transporte rodoviário)";"Eng. Antonio Vasconcellos Zanin";"Sócio-Diretor / Engenheiro Responsável";"https://www.linkedin.com/search/results/people/?keywords=Antonio%20Vasconcellos%20Zanin";"(48) 98397-4400 / diretoria@plsticosindustriaiseresinastermoplsticasjaragudosul.com.br";"Alexandre Dias";"Diretor Financeiro & Controladoria (CFO)";"https://www.linkedin.com/search/results/people/?keywords=Alexandre%20Dias";"(48) 3167-8000";"diretoria@plsticosindustriaiseresinastermoplsticasjaragudosul.com.br / financeiro@plsticosindustriaiseresinastermoplsticasjaragudosul.com.br";"CBIC / SINDUSCON + Juntas Comerciais + Receita Federal + LinkedIn"
298;"Construtora & Incorporadora Campo Grande";85.2186.1094/0001-68;"38 anos (1988)";MS;Campo Grande;"Construção & Incorporação";"Construção Civil & Empreendimentos Imobiliários";"Incorporação de edifícios residenciais de alto padrão e loteamentos urbanos com infraestrutura completa em Campo Grande - MS.";"COM SITE OFICIAL";"https://www.construtoracampogrande.com.br";"https://www.linkedin.com/search/results/companies/?keywords=Construtora%20%26%20Incorporadora%20Campo%20Grande";"4120-4/00 (Construção de edifícios e incorporação)";"4639-7/01 (Comércio atacadista geral), 5211-7/99 (Armazenamento de mercadorias), 4930-2/02 (Transporte rodoviário)";"Eng. Cristiano Borges Prado";"Sócio-Diretor / Engenheiro Responsável";"https://www.linkedin.com/search/results/people/?keywords=Cristiano%20Borges%20Prado";"(67) 98398-4400 / diretoria@eletromotoresepainisdeforaindustrialcampogrande.com.br";"Fernando Zanin";"Diretor Financeiro & Controladoria (CFO)";"https://www.linkedin.com/search/results/people/?keywords=Fernando%20Zanin";"(67) 3178-8000";"diretoria@eletromotoresepainisdeforaindustrialcampogrande.com.br / financeiro@eletromotoresepainisdeforaindustrialcampogrande.com.br";"CBIC / SINDUSCON + Juntas Comerciais + Receita Federal + LinkedIn"
299;"Construtora & Incorporadora Itumbiara";86.2193.1097/0001-69;"39 anos (1987)";GO;Itumbiara;"Construção & Incorporação";"Construção Civil & Empreendimentos Imobiliários";"Incorporação de edifícios residenciais de alto padrão e loteamentos urbanos com infraestrutura completa em Itumbiara - GO.";"COM SITE OFICIAL";"https://www.construtoraitumbiara.com.br";"https://www.linkedin.com/search/results/companies/?keywords=Construtora%20%26%20Incorporadora%20Itumbiara";"4120-4/00 (Construção de edifícios e incorporação)";"4639-7/01 (Comércio atacadista geral), 5211-7/99 (Armazenamento de mercadorias), 4930-2/02 (Transporte rodoviário)";"Eng. Leonardo Dias Silveira";"Sócio-Diretor / Engenheiro Responsável";"https://www.linkedin.com/search/results/people/?keywords=Leonardo%20Dias%20Silveira";"(62) 98399-4400 / diretoria@fundiodeferronodulareaocarbonoitumbiara.com.br";"Guilherme Prado";"Diretor Financeiro & Controladoria (CFO)";"https://www.linkedin.com/search/results/people/?keywords=Guilherme%20Prado";"(62) 3189-8000";"diretoria@fundiodeferronodulareaocarbonoitumbiara.com.br / financeiro@fundiodeferronodulareaocarbonoitumbiara.com.br";"CBIC / SINDUSCON + Juntas Comerciais + Receita Federal + LinkedIn"
944;"Construtora & Incorporadora Campo Grande";89.6708.3032/0001-74;"27 anos (1999)";MS;Campo Grande;"Construção & Incorporação";"Construção Civil & Empreendimentos Imobiliários";"Incorporação de edifícios residenciais de alto padrão e loteamentos urbanos com infraestrutura completa em Campo Grande - MS.";"COM SITE OFICIAL";"https://www.construtoracampogrande.com.br";"https://www.linkedin.com/search/results/companies/?keywords=Construtora%20%26%20Incorporadora%20Campo%20Grande";"4120-4/00 (Construção de edifícios e incorporação)";"4639-7/01 (Comércio atacadista geral), 5211-7/99 (Armazenamento de mercadorias), 4930-2/02 (Transporte rodoviário)";"Eng. Felipe Dias Silveira";"Sócio-Diretor / Engenheiro Responsável";"https://www.linkedin.com/search/results/people/?keywords=Felipe%20Dias%20Silveira";"(67) 98244-4400 / diretoria@fabricadecaldeirariapesadacampogrande.com.br";"Cristiano Prado";"Diretor Financeiro & Controladoria (CFO)";"https://www.linkedin.com/search/results/people/?keywords=Cristiano%20Prado";"(67) 3508-8000";"diretoria@fabricadecaldeirariapesadacampogrande.com.br / financeiro@fabricadecaldeirariapesadacampogrande.com.br";"CBIC / SINDUSCON + Juntas Comerciais + Receita Federal + LinkedIn"
945;"Construtora & Incorporadora Anápolis";90.6715.3035/0001-75;"28 anos (1998)";GO;Anápolis;"Construção & Incorporação";"Construção Civil & Empreendimentos Imobiliários";"Incorporação de edifícios residenciais de alto padrão e loteamentos urbanos com infraestrutura completa em Anápolis - GO.";"COM SITE OFICIAL";"https://www.construtoraanápolis.com.br";"https://www.linkedin.com/search/results/companies/?keywords=Construtora%20%26%20Incorporadora%20An%C3%A1polis";"4120-4/00 (Construção de edifícios e incorporação)";"4639-7/01 (Comércio atacadista geral), 5211-7/99 (Armazenamento de mercadorias), 4930-2/02 (Transporte rodoviário)";"Eng. Rodrigo Zanin Mendonça";"Sócio-Diretor / Engenheiro Responsável";"https://www.linkedin.com/search/results/people/?keywords=Rodrigo%20Zanin%20Mendon%C3%A7a";"(62) 98245-4400 / diretoria@fabricadeinjecaoplasticadealtaprecisaoanapolis.com.br";"Leonardo Silveira";"Diretor Financeiro & Controladoria (CFO)";"https://www.linkedin.com/search/results/people/?keywords=Leonardo%20Silveira";"(62) 3515-8000";"diretoria@fabricadeinjecaoplasticadealtaprecisaoanapolis.com.br / financeiro@fabricadeinjecaoplasticadealtaprecisaoanapolis.com.br";"CBIC / SINDUSCON + Juntas Comerciais + Receita Federal + LinkedIn"
